,N,f,Fisher,kappa,inc_org
33484,255,0.30000000000000004,False,30,82
33485,117,0.35000000000000009,False,15,43
33486,96,0.40000000000000013,False,55,70
33487,310,0.45000000000000007,False,60,43
33488,456,0.50000000000000011,False,25,34
33489,156,0.55000000000000016,False,55,28
33490,68,0.6000000000000002,True,75,36
33491,335,0.65000000000000013,False,60,11
33492,81,0.70000000000000018,True,55,72
33493,446,0.75000000000000022,False,75,39
33494,172,0.80000000000000016,True,15,21
33495,183,0.8500000000000002,True,50,0
33496,460,0.90000000000000024,True,75,55
33497,84,0.95000000000000029,False,60,11
33498,314,0.10000000000000001,False,15,7
33499,405,0.15000000000000002,False,50,9
33500,470,0.20000000000000004,False,5,58
33501,150,0.25000000000000006,False,25,85
33502,194,0.30000000000000004,False,40,10
33503,188,0.35000000000000009,False,25,81
33504,322,0.40000000000000013,False,70,6
33505,70,0.45000000000000007,True,40,60
33506,196,0.50000000000000011,False,35,16
33507,337,0.55000000000000016,False,15,86
33508,215,0.6000000000000002,True,40,77
33509,212,0.65000000000000013,False,75,76
33510,42,0.70000000000000018,True,10,39
33511,335,0.75000000000000022,False,20,56
33512,317,0.80000000000000016,False,35,18
33513,135,0.8500000000000002,True,50,2
33514,389,0.90000000000000024,True,35,89
33515,401,0.95000000000000029,True,75,37
33516,391,0.10000000000000001,False,20,31
33517,208,0.15000000000000002,False,35,81
33518,206,0.20000000000000004,False,35,28
33519,363,0.25000000000000006,False,10,81
33520,160,0.30000000000000004,False,65,36
33521,52,0.35000000000000009,True,65,78
33522,256,0.40000000000000013,False,75,28
33523,438,0.45000000000000007,False,40,51
33524,106,0.50000000000000011,False,65,29
33525,308,0.55000000000000016,False,30,10
33526,143,0.6000000000000002,False,55,11
33527,239,0.65000000000000013,False,75,0
33528,341,0.70000000000000018,False,20,89
33529,399,0.75000000000000022,True,70,57
33530,57,0.80000000000000016,True,60,62
33531,433,0.8500000000000002,True,40,40
33532,376,0.90000000000000024,True,10,10
33533,300,0.95000000000000029,False,5,78
33534,462,0.10000000000000001,False,45,62
33535,44,0.15000000000000002,True,15,87
33536,16,0.20000000000000004,False,70,19
33537,43,0.25000000000000006,False,30,22
33538,103,0.30000000000000004,False,10,0
33539,358,0.35000000000000009,False,40,70
33540,55,0.40000000000000013,True,55,46
33541,324,0.45000000000000007,False,75,34
33542,385,0.50000000000000011,False,15,36
33543,439,0.55000000000000016,False,10,44
33544,174,0.6000000000000002,True,55,74
33545,303,0.65000000000000013,False,65,36
33546,371,0.70000000000000018,True,5,57
33547,224,0.75000000000000022,False,70,11
33548,17,0.80000000000000016,True,5,84
33549,77,0.8500000000000002,True,10,67
33550,458,0.90000000000000024,True,25,68
33551,393,0.95000000000000029,True,65,10
33552,185,0.10000000000000001,False,25,65
33553,14,0.15000000000000002,False,50,28
33554,93,0.20000000000000004,False,35,60
33555,208,0.25000000000000006,False,30,68
33556,378,0.30000000000000004,False,35,89
33557,245,0.35000000000000009,False,25,35
33558,411,0.40000000000000013,False,60,61
33559,43,0.45000000000000007,False,15,3
33560,381,0.50000000000000011,False,25,11
33561,136,0.55000000000000016,False,10,42
33562,78,0.6000000000000002,True,30,55
33563,364,0.65000000000000013,False,60,45
33564,223,0.70000000000000018,False,15,25
33565,68,0.75000000000000022,True,50,24
33566,377,0.80000000000000016,False,70,42
33567,161,0.8500000000000002,True,45,29
33568,280,0.90000000000000024,False,20,34
33569,56,0.95000000000000029,False,75,82
33570,495,0.10000000000000001,False,65,46
33571,183,0.15000000000000002,False,30,5
33572,385,0.20000000000000004,False,15,27
33573,112,0.25000000000000006,False,65,52
33574,84,0.30000000000000004,False,70,68
33575,163,0.35000000000000009,False,45,50
33576,414,0.40000000000000013,False,40,27
33577,307,0.45000000000000007,False,35,49
33578,69,0.50000000000000011,False,50,4
33579,107,0.55000000000000016,False,25,68
33580,285,0.6000000000000002,False,45,29
33581,403,0.65000000000000013,True,20,53
33582,344,0.70000000000000018,False,70,54
33583,450,0.75000000000000022,True,40,68
33584,171,0.80000000000000016,True,30,28
33585,93,0.8500000000000002,True,30,8
33586,441,0.90000000000000024,True,25,41
33587,96,0.95000000000000029,True,55,2
33588,479,0.10000000000000001,False,15,29
33589,106,0.15000000000000002,False,55,12
33590,206,0.20000000000000004,False,50,30
33591,206,0.25000000000000006,False,60,58
33592,109,0.30000000000000004,False,30,82
33593,391,0.35000000000000009,False,5,74
33594,202,0.40000000000000013,False,70,10
33595,11,0.45000000000000007,True,10,20
33596,327,0.50000000000000011,False,10,83
33597,85,0.55000000000000016,True,5,56
33598,264,0.6000000000000002,True,20,54
33599,434,0.65000000000000013,False,55,62
33600,495,0.70000000000000018,False,45,77
33601,47,0.75000000000000022,True,45,1
33602,265,0.80000000000000016,True,50,0
33603,420,0.8500000000000002,True,15,82
33604,171,0.90000000000000024,False,45,81
33605,249,0.95000000000000029,True,70,71
33606,214,0.10000000000000001,False,65,75
33607,388,0.15000000000000002,False,65,32
33608,327,0.20000000000000004,False,5,47
33609,100,0.25000000000000006,True,50,82
33610,306,0.30000000000000004,False,60,30
33611,344,0.35000000000000009,False,25,30
33612,184,0.40000000000000013,False,20,54
33613,435,0.45000000000000007,False,60,71
33614,229,0.50000000000000011,False,50,6
33615,425,0.55000000000000016,False,15,89
33616,25,0.6000000000000002,True,65,43
33617,326,0.65000000000000013,True,45,71
33618,203,0.70000000000000018,False,45,53
33619,60,0.75000000000000022,True,70,45
33620,80,0.80000000000000016,False,55,64
33621,288,0.8500000000000002,True,35,69
33622,335,0.90000000000000024,False,40,20
33623,376,0.95000000000000029,True,40,53
33624,306,0.10000000000000001,False,15,42
33625,124,0.15000000000000002,False,40,3
33626,293,0.20000000000000004,False,10,85
33627,495,0.25000000000000006,False,40,40
33628,410,0.30000000000000004,False,10,76
33629,116,0.35000000000000009,False,25,64
33630,214,0.40000000000000013,False,55,39
33631,310,0.45000000000000007,False,75,36
33632,432,0.50000000000000011,False,20,59
33633,469,0.55000000000000016,False,25,81
33634,432,0.6000000000000002,False,25,64
33635,137,0.65000000000000013,True,55,83
33636,339,0.70000000000000018,False,65,25
33637,117,0.75000000000000022,False,35,62
33638,193,0.80000000000000016,True,45,40
33639,465,0.8500000000000002,False,50,3
33640,123,0.90000000000000024,True,50,83
33641,333,0.95000000000000029,False,5,49
33642,128,0.10000000000000001,False,30,40
33643,148,0.15000000000000002,False,10,69
33644,75,0.20000000000000004,False,10,14
33645,448,0.25000000000000006,False,55,62
33646,131,0.30000000000000004,False,75,9
33647,160,0.35000000000000009,False,15,44
33648,369,0.40000000000000013,False,45,81
33649,125,0.45000000000000007,True,75,80
33650,37,0.50000000000000011,True,40,52
33651,381,0.55000000000000016,False,50,35
33652,216,0.6000000000000002,True,45,82
33653,323,0.65000000000000013,False,40,19
33654,393,0.70000000000000018,False,20,58
33655,280,0.75000000000000022,True,55,84
33656,66,0.80000000000000016,False,45,38
33657,253,0.8500000000000002,False,15,18
33658,266,0.90000000000000024,True,10,50
33659,328,0.95000000000000029,True,55,37
33660,123,0.10000000000000001,False,25,1
33661,111,0.15000000000000002,False,50,9
33662,25,0.20000000000000004,False,30,36
33663,440,0.25000000000000006,False,55,4
33664,249,0.30000000000000004,False,45,1
33665,88,0.35000000000000009,False,40,28
33666,260,0.40000000000000013,False,75,29
33667,326,0.45000000000000007,False,50,58
33668,280,0.50000000000000011,False,5,8
33669,413,0.55000000000000016,False,5,30
33670,407,0.6000000000000002,False,45,37
33671,336,0.65000000000000013,False,55,34
33672,23,0.70000000000000018,True,5,55
33673,82,0.75000000000000022,True,60,12
33674,209,0.80000000000000016,True,70,35
33675,198,0.8500000000000002,False,65,52
33676,425,0.90000000000000024,True,5,71
33677,411,0.95000000000000029,True,75,14
33678,252,0.10000000000000001,False,30,76
33679,18,0.15000000000000002,False,45,47
33680,58,0.20000000000000004,False,30,42
33681,461,0.25000000000000006,False,30,19
33682,453,0.30000000000000004,False,55,24
33683,82,0.35000000000000009,False,70,13
33684,394,0.40000000000000013,False,75,42
33685,345,0.45000000000000007,False,40,89
33686,332,0.50000000000000011,False,45,52
33687,409,0.55000000000000016,False,45,9
33688,273,0.6000000000000002,False,10,28
33689,416,0.65000000000000013,True,40,74
33690,448,0.70000000000000018,False,35,4
33691,450,0.75000000000000022,True,15,54
33692,227,0.80000000000000016,False,25,84
33693,432,0.8500000000000002,True,70,68
33694,389,0.90000000000000024,True,20,54
33695,432,0.95000000000000029,False,10,3
33696,341,0.10000000000000001,False,45,86
33697,39,0.15000000000000002,False,65,61
33698,425,0.20000000000000004,False,5,47
33699,425,0.25000000000000006,False,70,63
33700,293,0.30000000000000004,False,55,30
33701,490,0.35000000000000009,False,60,32
33702,377,0.40000000000000013,False,45,30
33703,140,0.45000000000000007,False,30,36
33704,144,0.50000000000000011,True,70,83
33705,373,0.55000000000000016,False,5,42
33706,27,0.6000000000000002,True,40,80
33707,112,0.65000000000000013,True,55,74
33708,60,0.70000000000000018,True,10,60
33709,357,0.75000000000000022,True,55,74
33710,491,0.80000000000000016,True,45,79
33711,23,0.8500000000000002,False,75,69
33712,42,0.90000000000000024,True,65,76
33713,411,0.95000000000000029,False,5,43
33714,300,0.10000000000000001,False,35,20
33715,433,0.15000000000000002,False,60,80
33716,409,0.20000000000000004,False,60,76
33717,434,0.25000000000000006,False,55,16
33718,79,0.30000000000000004,False,30,62
33719,15,0.35000000000000009,True,5,41
33720,82,0.40000000000000013,False,60,25
33721,381,0.45000000000000007,False,15,69
33722,393,0.50000000000000011,False,65,6
33723,263,0.55000000000000016,False,70,47
33724,29,0.6000000000000002,True,35,27
33725,375,0.65000000000000013,False,35,14
33726,379,0.70000000000000018,True,20,65
33727,63,0.75000000000000022,True,5,60
33728,247,0.80000000000000016,True,60,70
33729,177,0.8500000000000002,False,55,36
33730,323,0.90000000000000024,True,50,57
33731,157,0.95000000000000029,True,60,49
33732,281,0.10000000000000001,False,70,25
33733,459,0.15000000000000002,False,35,34
33734,224,0.20000000000000004,False,10,38
33735,276,0.25000000000000006,False,5,72
33736,373,0.30000000000000004,False,75,39
33737,175,0.35000000000000009,False,55,40
33738,114,0.40000000000000013,False,65,36
33739,102,0.45000000000000007,False,15,5
33740,375,0.50000000000000011,False,35,28
33741,452,0.55000000000000016,True,45,77
33742,234,0.6000000000000002,False,15,44
33743,148,0.65000000000000013,True,50,72
33744,438,0.70000000000000018,False,60,49
33745,372,0.75000000000000022,False,70,40
33746,19,0.80000000000000016,True,55,19
33747,65,0.8500000000000002,True,40,22
33748,175,0.90000000000000024,True,75,55
33749,249,0.95000000000000029,True,20,56
33750,471,0.10000000000000001,False,50,49
33751,473,0.15000000000000002,False,5,75
33752,395,0.20000000000000004,False,35,21
33753,474,0.25000000000000006,False,45,55
33754,245,0.30000000000000004,False,55,53
33755,136,0.35000000000000009,False,10,46
33756,419,0.40000000000000013,False,5,3
33757,411,0.45000000000000007,False,10,14
33758,353,0.50000000000000011,False,50,0
33759,287,0.55000000000000016,False,75,39
33760,373,0.6000000000000002,False,70,5
33761,132,0.65000000000000013,False,40,1
33762,393,0.70000000000000018,True,30,64
33763,103,0.75000000000000022,True,45,23
33764,388,0.80000000000000016,True,20,58
33765,361,0.8500000000000002,True,35,23
33766,160,0.90000000000000024,True,35,64
33767,352,0.95000000000000029,False,50,88
33768,66,0.10000000000000001,False,65,69
33769,252,0.15000000000000002,False,30,18
33770,455,0.20000000000000004,False,25,28
33771,400,0.25000000000000006,False,20,13
33772,295,0.30000000000000004,False,5,44
33773,18,0.35000000000000009,True,35,20
33774,299,0.40000000000000013,False,60,16
33775,151,0.45000000000000007,False,65,8
33776,172,0.50000000000000011,False,40,43
33777,248,0.55000000000000016,True,50,88
33778,294,0.6000000000000002,True,60,71
33779,416,0.65000000000000013,False,65,13
33780,346,0.70000000000000018,True,75,40
33781,38,0.75000000000000022,True,70,52
33782,240,0.80000000000000016,False,25,51
33783,301,0.8500000000000002,True,25,67
33784,435,0.90000000000000024,True,45,28
33785,497,0.95000000000000029,True,35,46
33786,250,0.10000000000000001,False,45,54
33787,478,0.15000000000000002,False,70,54
33788,451,0.20000000000000004,False,45,81
33789,261,0.25000000000000006,False,60,18
33790,86,0.30000000000000004,False,20,1
33791,469,0.35000000000000009,False,15,73
33792,278,0.40000000000000013,False,45,64
33793,388,0.45000000000000007,False,60,47
33794,114,0.50000000000000011,False,60,42
33795,131,0.55000000000000016,False,70,17
33796,378,0.6000000000000002,False,10,11
33797,334,0.65000000000000013,False,45,63
33798,113,0.70000000000000018,False,5,36
33799,186,0.75000000000000022,True,65,34
33800,237,0.80000000000000016,True,70,30
33801,145,0.8500000000000002,False,5,73
33802,361,0.90000000000000024,True,15,17
33803,414,0.95000000000000029,True,55,6
33804,479,0.10000000000000001,False,25,49
33805,128,0.15000000000000002,False,5,53
33806,496,0.20000000000000004,False,35,67
33807,445,0.25000000000000006,False,15,50
33808,465,0.30000000000000004,False,40,42
33809,86,0.35000000000000009,False,30,64
33810,84,0.40000000000000013,False,10,85
33811,370,0.45000000000000007,False,20,89
33812,442,0.50000000000000011,False,50,4
33813,124,0.55000000000000016,True,65,72
33814,381,0.6000000000000002,True,20,65
33815,107,0.65000000000000013,True,10,55
33816,30,0.70000000000000018,True,45,16
33817,229,0.75000000000000022,True,25,29
33818,170,0.80000000000000016,True,75,66
33819,77,0.8500000000000002,True,50,19
33820,419,0.90000000000000024,True,10,10
33821,320,0.95000000000000029,True,60,71
33822,204,0.10000000000000001,False,35,23
33823,181,0.15000000000000002,False,45,63
33824,137,0.20000000000000004,False,5,47
33825,236,0.25000000000000006,False,35,55
33826,171,0.30000000000000004,False,50,9
33827,309,0.35000000000000009,False,40,1
33828,412,0.40000000000000013,False,65,20
33829,251,0.45000000000000007,False,10,83
33830,90,0.50000000000000011,False,30,34
33831,465,0.55000000000000016,False,45,27
33832,137,0.6000000000000002,True,45,8
33833,108,0.65000000000000013,True,20,69
33834,432,0.70000000000000018,False,35,47
33835,142,0.75000000000000022,True,55,41
33836,43,0.80000000000000016,False,70,74
33837,69,0.8500000000000002,True,50,34
33838,341,0.90000000000000024,False,15,38
33839,247,0.95000000000000029,True,45,88
33840,462,0.10000000000000001,False,30,66
33841,127,0.15000000000000002,False,45,38
33842,260,0.20000000000000004,False,25,62
33843,338,0.25000000000000006,False,55,78
33844,383,0.30000000000000004,False,30,37
33845,166,0.35000000000000009,False,65,28
33846,486,0.40000000000000013,False,65,45
33847,317,0.45000000000000007,False,75,63
33848,414,0.50000000000000011,True,50,82
33849,170,0.55000000000000016,False,30,47
33850,487,0.6000000000000002,False,25,80
33851,303,0.65000000000000013,True,50,85
33852,47,0.70000000000000018,True,25,22
33853,401,0.75000000000000022,True,75,75
33854,295,0.80000000000000016,True,70,64
33855,25,0.8500000000000002,True,65,8
33856,115,0.90000000000000024,True,30,61
33857,345,0.95000000000000029,True,25,19
33858,76,0.10000000000000001,False,55,52
33859,425,0.15000000000000002,False,50,0
33860,157,0.20000000000000004,False,10,48
33861,119,0.25000000000000006,False,40,7
33862,120,0.30000000000000004,False,30,62
33863,377,0.35000000000000009,False,10,31
33864,372,0.40000000000000013,False,55,66
33865,179,0.45000000000000007,False,5,14
33866,453,0.50000000000000011,False,70,70
33867,387,0.55000000000000016,False,65,36
33868,167,0.6000000000000002,True,20,86
33869,435,0.65000000000000013,False,25,17
33870,479,0.70000000000000018,True,35,74
33871,244,0.75000000000000022,False,5,22
33872,122,0.80000000000000016,True,30,65
33873,111,0.8500000000000002,False,55,61
33874,285,0.90000000000000024,False,60,5
33875,403,0.95000000000000029,True,40,59
33876,329,0.10000000000000001,False,25,48
33877,333,0.15000000000000002,False,25,82
33878,236,0.20000000000000004,False,45,52
33879,275,0.25000000000000006,False,75,59
33880,401,0.30000000000000004,False,35,62
33881,482,0.35000000000000009,False,45,62
33882,480,0.40000000000000013,False,50,70
33883,407,0.45000000000000007,False,60,6
33884,69,0.50000000000000011,True,55,8
33885,72,0.55000000000000016,False,55,27
33886,356,0.6000000000000002,False,75,10
33887,411,0.65000000000000013,False,75,27
33888,446,0.70000000000000018,False,50,42
33889,353,0.75000000000000022,False,40,24
33890,362,0.80000000000000016,False,75,80
33891,327,0.8500000000000002,True,25,29
33892,358,0.90000000000000024,True,20,15
33893,121,0.95000000000000029,True,45,72
33894,261,0.10000000000000001,False,20,25
33895,298,0.15000000000000002,False,55,86
33896,43,0.20000000000000004,False,35,27
33897,161,0.25000000000000006,False,40,80
33898,253,0.30000000000000004,False,40,22
33899,88,0.35000000000000009,False,20,58
33900,195,0.40000000000000013,False,10,82
33901,153,0.45000000000000007,True,35,76
33902,95,0.50000000000000011,True,50,56
33903,449,0.55000000000000016,False,10,76
33904,385,0.6000000000000002,True,45,85
33905,153,0.65000000000000013,False,20,10
33906,443,0.70000000000000018,False,10,50
33907,220,0.75000000000000022,False,20,43
33908,193,0.80000000000000016,True,70,53
33909,247,0.8500000000000002,True,60,51
33910,213,0.90000000000000024,True,5,25
33911,97,0.95000000000000029,True,60,1
33912,23,0.10000000000000001,False,55,48
33913,302,0.15000000000000002,False,25,34
33914,42,0.20000000000000004,False,20,37
33915,409,0.25000000000000006,False,65,66
33916,455,0.30000000000000004,False,45,61
33917,204,0.35000000000000009,False,75,42
33918,160,0.40000000000000013,False,25,9
33919,18,0.45000000000000007,True,50,20
33920,313,0.50000000000000011,False,65,40
33921,294,0.55000000000000016,False,35,12
33922,499,0.6000000000000002,False,50,6
33923,264,0.65000000000000013,True,35,86
33924,286,0.70000000000000018,False,15,70
33925,59,0.75000000000000022,True,75,12
33926,133,0.80000000000000016,True,10,10
33927,122,0.8500000000000002,True,70,0
33928,105,0.90000000000000024,True,10,24
33929,139,0.95000000000000029,True,70,27
33930,223,0.10000000000000001,False,25,52
33931,334,0.15000000000000002,False,5,71
33932,164,0.20000000000000004,False,40,68
33933,265,0.25000000000000006,False,45,56
33934,337,0.30000000000000004,False,75,38
33935,76,0.35000000000000009,False,45,50
33936,234,0.40000000000000013,False,45,10
33937,135,0.45000000000000007,True,75,76
33938,445,0.50000000000000011,False,10,6
33939,255,0.55000000000000016,True,25,76
33940,40,0.6000000000000002,True,75,10
33941,38,0.65000000000000013,True,15,63
33942,14,0.70000000000000018,True,65,35
33943,78,0.75000000000000022,True,40,3
33944,55,0.80000000000000016,True,10,25
33945,198,0.8500000000000002,False,70,76
33946,438,0.90000000000000024,True,50,12
33947,133,0.95000000000000029,True,70,58
33948,435,0.10000000000000001,False,75,53
33949,44,0.15000000000000002,False,60,32
33950,316,0.20000000000000004,False,70,56
33951,99,0.25000000000000006,True,40,73
33952,271,0.30000000000000004,False,75,13
33953,441,0.35000000000000009,False,55,45
33954,185,0.40000000000000013,False,50,43
33955,127,0.45000000000000007,False,5,36
33956,96,0.50000000000000011,False,5,33
33957,154,0.55000000000000016,True,70,79
33958,371,0.6000000000000002,False,15,11
33959,348,0.65000000000000013,True,75,67
33960,446,0.70000000000000018,True,40,47
33961,196,0.75000000000000022,False,70,49
33962,257,0.80000000000000016,True,55,6
33963,413,0.8500000000000002,False,35,20
33964,266,0.90000000000000024,True,20,11
33965,58,0.95000000000000029,True,20,29
33966,177,0.10000000000000001,False,10,67
33967,275,0.15000000000000002,False,25,81
33968,451,0.20000000000000004,False,20,11
33969,481,0.25000000000000006,False,70,31
33970,57,0.30000000000000004,False,40,12
33971,176,0.35000000000000009,False,50,58
33972,162,0.40000000000000013,False,70,51
33973,300,0.45000000000000007,False,40,53
33974,494,0.50000000000000011,False,75,39
33975,456,0.55000000000000016,False,10,84
33976,98,0.6000000000000002,True,75,2
33977,348,0.65000000000000013,False,65,21
33978,66,0.70000000000000018,True,45,61
33979,110,0.75000000000000022,True,40,82
33980,138,0.80000000000000016,True,75,58
33981,344,0.8500000000000002,True,55,75
33982,267,0.90000000000000024,True,5,38
33983,322,0.95000000000000029,True,10,81
33984,317,0.10000000000000001,False,15,66
33985,19,0.15000000000000002,True,55,86
33986,207,0.20000000000000004,False,25,67
33987,181,0.25000000000000006,False,5,65
33988,486,0.30000000000000004,False,45,9
33989,283,0.35000000000000009,False,20,20
33990,452,0.40000000000000013,False,10,32
33991,69,0.45000000000000007,True,60,60
33992,465,0.50000000000000011,False,45,75
33993,299,0.55000000000000016,False,40,85
33994,410,0.6000000000000002,False,70,14
33995,489,0.65000000000000013,False,30,9
33996,61,0.70000000000000018,True,45,36
33997,245,0.75000000000000022,True,40,54
33998,497,0.80000000000000016,False,70,16
33999,29,0.8500000000000002,True,50,79
34000,310,0.90000000000000024,True,5,78
34001,108,0.95000000000000029,True,70,47
34002,265,0.10000000000000001,False,60,22
34003,31,0.15000000000000002,False,60,63
34004,491,0.20000000000000004,False,75,30
34005,375,0.25000000000000006,False,40,20
34006,420,0.30000000000000004,False,70,46
34007,23,0.35000000000000009,False,20,0
34008,457,0.40000000000000013,False,20,68
34009,117,0.45000000000000007,True,55,62
34010,67,0.50000000000000011,False,75,11
34011,309,0.55000000000000016,False,75,33
34012,345,0.6000000000000002,False,65,65
34013,259,0.65000000000000013,True,45,78
34014,257,0.70000000000000018,True,10,36
34015,44,0.75000000000000022,True,35,81
34016,81,0.80000000000000016,True,20,18
34017,135,0.8500000000000002,True,25,14
34018,460,0.90000000000000024,False,30,49
34019,493,0.95000000000000029,True,65,21
34020,208,0.10000000000000001,False,70,48
34021,482,0.15000000000000002,False,50,19
34022,326,0.20000000000000004,False,40,13
34023,127,0.25000000000000006,False,10,25
34024,418,0.30000000000000004,False,20,24
34025,477,0.35000000000000009,False,25,24
34026,479,0.40000000000000013,False,20,38
34027,29,0.45000000000000007,False,65,10
34028,47,0.50000000000000011,True,45,40
34029,440,0.55000000000000016,True,40,83
34030,395,0.6000000000000002,True,60,88
34031,187,0.65000000000000013,True,30,39
34032,396,0.70000000000000018,True,10,62
34033,354,0.75000000000000022,True,40,47
34034,231,0.80000000000000016,True,15,76
34035,358,0.8500000000000002,True,40,65
34036,32,0.90000000000000024,True,60,76
34037,279,0.95000000000000029,False,5,11
34038,283,0.10000000000000001,False,60,40
34039,287,0.15000000000000002,False,5,52
34040,445,0.20000000000000004,False,25,38
34041,60,0.25000000000000006,False,65,75
34042,274,0.30000000000000004,False,70,4
34043,99,0.35000000000000009,False,45,18
34044,377,0.40000000000000013,False,60,29
34045,257,0.45000000000000007,False,10,20
34046,225,0.50000000000000011,False,55,72
34047,225,0.55000000000000016,True,65,64
34048,499,0.6000000000000002,False,5,81
34049,117,0.65000000000000013,True,45,88
34050,181,0.70000000000000018,True,45,15
34051,24,0.75000000000000022,True,60,50
34052,98,0.80000000000000016,True,50,11
34053,270,0.8500000000000002,True,15,85
34054,27,0.90000000000000024,True,60,35
34055,261,0.95000000000000029,False,65,60
34056,161,0.10000000000000001,False,30,6
34057,127,0.15000000000000002,False,75,14
34058,452,0.20000000000000004,False,55,6
34059,268,0.25000000000000006,False,5,16
34060,431,0.30000000000000004,False,30,48
34061,250,0.35000000000000009,False,75,87
34062,75,0.40000000000000013,True,70,85
34063,358,0.45000000000000007,True,70,85
34064,37,0.50000000000000011,True,35,59
34065,469,0.55000000000000016,False,65,57
34066,98,0.6000000000000002,True,10,81
34067,36,0.65000000000000013,True,30,82
34068,394,0.70000000000000018,False,50,46
34069,110,0.75000000000000022,True,15,80
34070,297,0.80000000000000016,False,75,28
34071,118,0.8500000000000002,True,15,8
34072,205,0.90000000000000024,True,50,24
34073,496,0.95000000000000029,True,55,51
34074,49,0.10000000000000001,False,30,83
34075,216,0.15000000000000002,False,65,21
34076,299,0.20000000000000004,False,35,52
34077,208,0.25000000000000006,False,70,77
34078,325,0.30000000000000004,False,75,82
34079,220,0.35000000000000009,False,5,11
34080,85,0.40000000000000013,False,55,45
34081,478,0.45000000000000007,False,75,2
34082,278,0.50000000000000011,False,55,30
34083,244,0.55000000000000016,False,75,30
34084,120,0.6000000000000002,True,75,47
34085,473,0.65000000000000013,False,10,64
34086,359,0.70000000000000018,True,60,39
34087,163,0.75000000000000022,False,25,47
34088,465,0.80000000000000016,False,70,0
34089,378,0.8500000000000002,True,65,83
34090,384,0.90000000000000024,False,60,84
34091,100,0.95000000000000029,True,60,36
34092,65,0.10000000000000001,False,15,19
34093,474,0.15000000000000002,False,35,33
34094,145,0.20000000000000004,False,5,0
34095,33,0.25000000000000006,False,20,14
34096,50,0.30000000000000004,False,5,24
34097,364,0.35000000000000009,False,50,13
34098,267,0.40000000000000013,False,10,1
34099,461,0.45000000000000007,False,15,52
34100,361,0.50000000000000011,False,55,47
34101,413,0.55000000000000016,False,5,77
34102,191,0.6000000000000002,False,55,87
34103,240,0.65000000000000013,False,15,88
34104,65,0.70000000000000018,False,15,28
34105,82,0.75000000000000022,False,20,38
34106,297,0.80000000000000016,False,20,4
34107,290,0.8500000000000002,True,20,69
34108,149,0.90000000000000024,False,55,40
34109,127,0.95000000000000029,True,30,1
34110,38,0.10000000000000001,False,25,30
34111,198,0.15000000000000002,False,75,73
34112,357,0.20000000000000004,False,50,21
34113,462,0.25000000000000006,False,15,71
34114,342,0.30000000000000004,False,15,19
34115,54,0.35000000000000009,False,65,13
34116,60,0.40000000000000013,False,50,14
34117,140,0.45000000000000007,False,30,58
34118,14,0.50000000000000011,True,60,40
34119,369,0.55000000000000016,False,35,27
34120,105,0.6000000000000002,False,20,75
34121,201,0.65000000000000013,False,40,31
34122,93,0.70000000000000018,False,60,77
34123,342,0.75000000000000022,True,20,49
34124,498,0.80000000000000016,False,5,83
34125,313,0.8500000000000002,False,5,77
34126,421,0.90000000000000024,False,50,2
34127,308,0.95000000000000029,True,35,14
34128,463,0.10000000000000001,False,75,24
34129,463,0.15000000000000002,False,15,68
34130,218,0.20000000000000004,False,70,17
34131,462,0.25000000000000006,False,65,43
34132,151,0.30000000000000004,True,10,71
34133,25,0.35000000000000009,False,45,59
34134,172,0.40000000000000013,False,65,68
34135,93,0.45000000000000007,False,15,30
34136,436,0.50000000000000011,False,20,71
34137,181,0.55000000000000016,False,65,8
34138,335,0.6000000000000002,False,75,46
34139,477,0.65000000000000013,False,5,5
34140,462,0.70000000000000018,False,45,11
34141,293,0.75000000000000022,False,30,85
34142,453,0.80000000000000016,False,75,1
34143,377,0.8500000000000002,False,30,68
34144,183,0.90000000000000024,True,20,3
34145,174,0.95000000000000029,True,15,36
34146,423,0.10000000000000001,False,60,66
34147,88,0.15000000000000002,False,40,11
34148,187,0.20000000000000004,False,25,60
34149,242,0.25000000000000006,False,75,79
34150,296,0.30000000000000004,False,45,68
34151,70,0.35000000000000009,False,70,28
34152,422,0.40000000000000013,False,20,16
34153,216,0.45000000000000007,False,45,31
34154,38,0.50000000000000011,False,65,25
34155,456,0.55000000000000016,False,5,4
34156,399,0.6000000000000002,True,40,63
34157,278,0.65000000000000013,False,10,77
34158,158,0.70000000000000018,True,20,38
34159,368,0.75000000000000022,False,25,8
34160,487,0.80000000000000016,True,35,66
34161,163,0.8500000000000002,True,20,89
34162,144,0.90000000000000024,True,10,12
34163,199,0.95000000000000029,True,40,38
34164,18,0.10000000000000001,False,65,53
34165,159,0.15000000000000002,False,15,79
34166,147,0.20000000000000004,False,55,56
34167,372,0.25000000000000006,False,75,32
34168,142,0.30000000000000004,False,65,34
34169,319,0.35000000000000009,False,40,55
34170,99,0.40000000000000013,False,55,58
34171,433,0.45000000000000007,False,65,61
34172,127,0.50000000000000011,False,50,68
34173,340,0.55000000000000016,False,70,22
34174,119,0.6000000000000002,True,20,81
34175,125,0.65000000000000013,True,45,11
34176,404,0.70000000000000018,True,20,64
34177,470,0.75000000000000022,False,35,19
34178,105,0.80000000000000016,True,5,70
34179,285,0.8500000000000002,False,60,55
34180,289,0.90000000000000024,True,35,34
34181,87,0.95000000000000029,True,60,8
34182,17,0.10000000000000001,False,55,71
