,N,f,Fisher,kappa,inc_org
7094,422,0.20000000000000004,False,25,47
7095,480,0.25000000000000006,False,55,37
7096,277,0.30000000000000004,False,5,87
7097,69,0.35000000000000009,False,40,10
7098,327,0.40000000000000013,True,65,83
7099,454,0.45000000000000007,False,65,59
7100,430,0.50000000000000011,False,35,69
7101,422,0.55000000000000016,False,25,16
7102,73,0.6000000000000002,False,35,3
7103,293,0.65000000000000013,False,5,70
7104,181,0.70000000000000018,False,30,32
7105,86,0.75000000000000022,False,20,26
7106,211,0.80000000000000016,False,55,32
7107,271,0.8500000000000002,False,75,22
7108,203,0.90000000000000024,False,20,2
7109,436,0.95000000000000029,True,70,3
7110,195,0.10000000000000001,False,15,16
7111,365,0.15000000000000002,False,55,4
7112,272,0.20000000000000004,False,40,53
7113,392,0.25000000000000006,False,45,22
7114,55,0.30000000000000004,True,70,82
7115,314,0.35000000000000009,False,25,35
7116,132,0.40000000000000013,False,75,18
7117,339,0.45000000000000007,False,45,56
7118,396,0.50000000000000011,False,10,57
7119,221,0.55000000000000016,False,15,46
7120,242,0.6000000000000002,True,20,60
7121,16,0.65000000000000013,False,55,10
7122,397,0.70000000000000018,False,40,22
7123,303,0.75000000000000022,True,45,85
7124,392,0.80000000000000016,True,30,71
7125,312,0.8500000000000002,True,70,40
7126,477,0.90000000000000024,True,10,88
7127,319,0.95000000000000029,True,40,61
7128,187,0.10000000000000001,False,10,52
7129,270,0.15000000000000002,False,20,73
7130,430,0.20000000000000004,False,75,83
7131,28,0.25000000000000006,False,35,10
7132,415,0.30000000000000004,False,70,45
7133,442,0.35000000000000009,False,70,70
7134,490,0.40000000000000013,False,30,36
7135,423,0.45000000000000007,False,5,58
7136,47,0.50000000000000011,True,20,71
7137,161,0.55000000000000016,False,45,23
7138,89,0.6000000000000002,False,60,10
7139,445,0.65000000000000013,False,15,87
7140,70,0.70000000000000018,False,55,45
7141,478,0.75000000000000022,True,30,34
7142,377,0.80000000000000016,False,65,38
7143,103,0.8500000000000002,True,50,28
7144,410,0.90000000000000024,True,25,46
7145,301,0.95000000000000029,True,25,65
7146,365,0.10000000000000001,False,15,28
7147,227,0.15000000000000002,False,40,34
7148,35,0.20000000000000004,False,75,81
7149,23,0.25000000000000006,False,25,4
7150,122,0.30000000000000004,True,35,82
7151,116,0.35000000000000009,False,55,18
7152,195,0.40000000000000013,True,55,86
7153,484,0.45000000000000007,False,30,65
7154,173,0.50000000000000011,False,5,7
7155,53,0.55000000000000016,False,50,0
7156,306,0.6000000000000002,False,25,20
7157,186,0.65000000000000013,False,65,42
7158,400,0.70000000000000018,True,65,68
7159,437,0.75000000000000022,True,15,87
7160,262,0.80000000000000016,False,20,52
7161,236,0.8500000000000002,True,10,29
7162,297,0.90000000000000024,True,50,50
7163,214,0.95000000000000029,True,60,43
7164,89,0.10000000000000001,False,5,61
7165,62,0.15000000000000002,False,25,15
7166,362,0.20000000000000004,False,30,66
7167,206,0.25000000000000006,False,45,85
7168,253,0.30000000000000004,False,30,35
7169,275,0.35000000000000009,False,35,39
7170,493,0.40000000000000013,False,75,28
7171,85,0.45000000000000007,False,25,55
7172,104,0.50000000000000011,False,50,21
7173,220,0.55000000000000016,False,40,21
7174,197,0.6000000000000002,True,75,60
7175,406,0.65000000000000013,False,55,58
7176,122,0.70000000000000018,False,40,38
7177,484,0.75000000000000022,True,75,82
7178,443,0.80000000000000016,True,5,76
7179,377,0.8500000000000002,True,35,11
7180,158,0.90000000000000024,True,20,21
7181,379,0.95000000000000029,True,45,65
7182,454,0.10000000000000001,False,65,25
7183,271,0.15000000000000002,False,30,37
7184,181,0.20000000000000004,False,60,33
7185,407,0.25000000000000006,False,55,1
7186,317,0.30000000000000004,False,40,34
7187,455,0.35000000000000009,False,15,82
7188,121,0.40000000000000013,False,5,48
7189,162,0.45000000000000007,False,60,87
7190,310,0.50000000000000011,False,40,56
7191,471,0.55000000000000016,False,5,51
7192,285,0.6000000000000002,True,60,71
7193,489,0.65000000000000013,False,45,6
7194,280,0.70000000000000018,False,45,42
7195,478,0.75000000000000022,True,35,62
7196,33,0.80000000000000016,True,15,83
7197,227,0.8500000000000002,False,50,24
7198,203,0.90000000000000024,True,45,35
7199,462,0.95000000000000029,True,50,36
7200,270,0.10000000000000001,False,30,9
7201,183,0.15000000000000002,False,10,78
7202,196,0.20000000000000004,False,65,45
7203,49,0.25000000000000006,True,55,87
7204,409,0.30000000000000004,False,55,44
7205,321,0.35000000000000009,False,40,45
7206,352,0.40000000000000013,True,55,77
7207,13,0.45000000000000007,True,35,45
7208,293,0.50000000000000011,False,60,77
7209,129,0.55000000000000016,False,5,86
7210,167,0.6000000000000002,False,10,74
7211,163,0.65000000000000013,False,25,27
7212,258,0.70000000000000018,False,40,70
7213,19,0.75000000000000022,True,75,43
7214,164,0.80000000000000016,True,50,29
7215,338,0.8500000000000002,False,5,4
7216,206,0.90000000000000024,True,15,10
7217,463,0.95000000000000029,True,45,75
7218,485,0.10000000000000001,False,60,65
7219,106,0.15000000000000002,False,10,79
7220,39,0.20000000000000004,True,35,78
7221,239,0.25000000000000006,False,25,47
7222,304,0.30000000000000004,False,30,19
7223,26,0.35000000000000009,True,75,46
7224,195,0.40000000000000013,False,25,4
7225,172,0.45000000000000007,False,45,45
7226,133,0.50000000000000011,False,45,29
7227,260,0.55000000000000016,False,70,45
7228,383,0.6000000000000002,False,25,19
7229,107,0.65000000000000013,False,45,31
7230,184,0.70000000000000018,False,15,13
7231,79,0.75000000000000022,True,20,60
7232,50,0.80000000000000016,True,65,35
7233,18,0.8500000000000002,True,70,87
7234,91,0.90000000000000024,True,45,28
7235,497,0.95000000000000029,False,10,32
7236,248,0.10000000000000001,False,45,4
7237,283,0.15000000000000002,False,50,15
7238,273,0.20000000000000004,False,75,17
7239,168,0.25000000000000006,False,65,68
7240,290,0.30000000000000004,False,25,68
7241,279,0.35000000000000009,False,35,53
7242,125,0.40000000000000013,False,75,69
7243,408,0.45000000000000007,True,75,80
7244,242,0.50000000000000011,False,25,46
7245,273,0.55000000000000016,False,45,44
7246,249,0.6000000000000002,False,35,23
7247,440,0.65000000000000013,True,5,50
7248,205,0.70000000000000018,True,60,53
7249,44,0.75000000000000022,False,5,25
7250,333,0.80000000000000016,True,55,58
7251,346,0.8500000000000002,True,50,66
7252,33,0.90000000000000024,True,35,55
7253,28,0.95000000000000029,True,5,65
7254,375,0.10000000000000001,False,60,28
7255,89,0.15000000000000002,False,70,85
7256,98,0.20000000000000004,False,35,84
7257,189,0.25000000000000006,False,40,39
7258,50,0.30000000000000004,False,10,78
7259,238,0.35000000000000009,False,15,15
7260,422,0.40000000000000013,False,65,34
7261,221,0.45000000000000007,False,65,50
7262,401,0.50000000000000011,False,70,42
7263,41,0.55000000000000016,False,75,9
7264,117,0.6000000000000002,False,10,0
7265,75,0.65000000000000013,False,25,29
7266,270,0.70000000000000018,False,5,57
7267,289,0.75000000000000022,True,60,74
7268,63,0.80000000000000016,True,5,60
7269,152,0.8500000000000002,True,5,58
7270,69,0.90000000000000024,True,60,76
7271,121,0.95000000000000029,True,75,74
7272,319,0.10000000000000001,False,35,68
7273,14,0.15000000000000002,False,45,46
7274,444,0.20000000000000004,False,25,67
7275,261,0.25000000000000006,False,50,39
7276,324,0.30000000000000004,False,75,68
7277,248,0.35000000000000009,False,10,51
7278,216,0.40000000000000013,False,15,71
7279,199,0.45000000000000007,False,45,47
7280,102,0.50000000000000011,True,35,83
7281,426,0.55000000000000016,False,40,47
7282,342,0.6000000000000002,False,50,63
7283,205,0.65000000000000013,False,50,68
7284,372,0.70000000000000018,False,45,0
7285,72,0.75000000000000022,True,30,11
7286,418,0.80000000000000016,False,60,15
7287,204,0.8500000000000002,True,10,2
7288,347,0.90000000000000024,True,45,33
7289,457,0.95000000000000029,True,30,14
7290,279,0.10000000000000001,False,40,63
7291,135,0.15000000000000002,False,25,60
7292,311,0.20000000000000004,False,40,40
7293,358,0.25000000000000006,False,70,31
7294,62,0.30000000000000004,False,75,84
7295,114,0.35000000000000009,True,55,69
7296,61,0.40000000000000013,False,10,28
7297,116,0.45000000000000007,False,65,46
7298,452,0.50000000000000011,False,70,65
7299,326,0.55000000000000016,False,65,44
7300,121,0.6000000000000002,True,75,45
7301,63,0.65000000000000013,True,75,88
7302,345,0.70000000000000018,False,50,17
7303,76,0.75000000000000022,True,70,7
7304,466,0.80000000000000016,True,40,75
7305,21,0.8500000000000002,True,25,6
7306,482,0.90000000000000024,True,60,3
7307,322,0.95000000000000029,True,25,0
7308,362,0.10000000000000001,False,25,19
7309,493,0.15000000000000002,False,75,13
7310,52,0.20000000000000004,False,75,48
7311,464,0.25000000000000006,False,50,5
7312,467,0.30000000000000004,False,50,86
7313,474,0.35000000000000009,False,60,64
7314,341,0.40000000000000013,False,70,10
7315,403,0.45000000000000007,False,15,41
7316,147,0.50000000000000011,True,55,81
7317,490,0.55000000000000016,False,30,49
7318,381,0.6000000000000002,False,65,10
7319,70,0.65000000000000013,True,55,62
7320,486,0.70000000000000018,False,55,50
7321,400,0.75000000000000022,False,20,41
7322,399,0.80000000000000016,False,40,7
7323,354,0.8500000000000002,True,45,54
7324,140,0.90000000000000024,True,55,36
7325,310,0.95000000000000029,True,15,30
7326,105,0.10000000000000001,False,35,18
7327,310,0.15000000000000002,False,75,42
7328,78,0.20000000000000004,False,25,65
7329,391,0.25000000000000006,False,70,73
7330,373,0.30000000000000004,False,10,66
7331,236,0.35000000000000009,False,65,80
7332,67,0.40000000000000013,True,65,82
7333,220,0.45000000000000007,True,40,57
7334,246,0.50000000000000011,False,30,23
7335,21,0.55000000000000016,True,75,64
7336,495,0.6000000000000002,True,45,78
7337,143,0.65000000000000013,False,15,18
7338,244,0.70000000000000018,False,15,43
7339,115,0.75000000000000022,True,25,23
7340,281,0.80000000000000016,True,60,62
7341,394,0.8500000000000002,False,50,3
7342,344,0.90000000000000024,True,50,76
7343,301,0.95000000000000029,True,40,25
7344,57,0.10000000000000001,False,10,7
7345,202,0.15000000000000002,False,55,43
7346,479,0.20000000000000004,False,65,81
7347,89,0.25000000000000006,False,65,10
7348,233,0.30000000000000004,False,10,65
7349,240,0.35000000000000009,False,60,27
7350,19,0.40000000000000013,True,65,46
7351,363,0.45000000000000007,False,50,0
7352,483,0.50000000000000011,False,5,66
7353,117,0.55000000000000016,True,15,46
7354,351,0.6000000000000002,False,75,2
7355,246,0.65000000000000013,False,15,83
7356,269,0.70000000000000018,True,60,32
7357,469,0.75000000000000022,False,15,10
7358,156,0.80000000000000016,True,50,3
7359,213,0.8500000000000002,True,25,8
7360,235,0.90000000000000024,False,30,74
7361,107,0.95000000000000029,False,30,4
7362,124,0.10000000000000001,False,60,79
7363,498,0.15000000000000002,False,75,3
7364,448,0.20000000000000004,False,20,57
7365,181,0.25000000000000006,False,75,52
7366,435,0.30000000000000004,False,30,17
7367,336,0.35000000000000009,False,55,69
7368,378,0.40000000000000013,False,65,9
7369,243,0.45000000000000007,False,30,27
7370,42,0.50000000000000011,True,45,36
7371,270,0.55000000000000016,False,10,81
7372,491,0.6000000000000002,False,30,82
7373,362,0.65000000000000013,False,60,47
7374,38,0.70000000000000018,False,70,35
7375,346,0.75000000000000022,False,65,2
7376,173,0.80000000000000016,True,15,81
7377,60,0.8500000000000002,False,55,28
7378,392,0.90000000000000024,True,70,52
7379,435,0.95000000000000029,True,20,6
7380,78,0.10000000000000001,False,75,76
7381,362,0.15000000000000002,False,10,5
7382,455,0.20000000000000004,False,45,62
7383,249,0.25000000000000006,False,45,26
7384,84,0.30000000000000004,False,15,0
7385,453,0.35000000000000009,False,35,49
7386,495,0.40000000000000013,False,60,84
7387,186,0.45000000000000007,False,20,2
7388,206,0.50000000000000011,False,35,25
7389,23,0.55000000000000016,False,70,11
7390,303,0.6000000000000002,False,35,23
7391,121,0.65000000000000013,False,15,46
7392,138,0.70000000000000018,False,30,55
7393,307,0.75000000000000022,True,35,85
7394,174,0.80000000000000016,False,35,53
7395,71,0.8500000000000002,True,25,61
7396,103,0.90000000000000024,True,45,5
7397,366,0.95000000000000029,True,15,28
7398,55,0.10000000000000001,False,10,27
7399,116,0.15000000000000002,False,20,77
7400,430,0.20000000000000004,False,65,64
7401,381,0.25000000000000006,False,25,26
7402,161,0.30000000000000004,False,30,15
7403,460,0.35000000000000009,False,15,22
7404,22,0.40000000000000013,True,55,15
7405,270,0.45000000000000007,False,10,49
7406,67,0.50000000000000011,False,40,5
7407,444,0.55000000000000016,False,25,17
7408,51,0.6000000000000002,False,45,47
7409,56,0.65000000000000013,True,75,76
7410,244,0.70000000000000018,True,60,28
7411,485,0.75000000000000022,False,65,35
7412,49,0.80000000000000016,True,60,87
7413,343,0.8500000000000002,True,45,24
7414,448,0.90000000000000024,True,65,53
7415,231,0.95000000000000029,True,10,83
7416,389,0.10000000000000001,False,65,39
7417,406,0.15000000000000002,False,40,42
7418,50,0.20000000000000004,False,15,2
7419,388,0.25000000000000006,False,50,40
7420,302,0.30000000000000004,False,65,9
7421,353,0.35000000000000009,False,15,32
7422,214,0.40000000000000013,False,65,70
7423,128,0.45000000000000007,False,35,57
7424,82,0.50000000000000011,False,50,71
7425,39,0.55000000000000016,True,40,5
7426,370,0.6000000000000002,False,45,33
7427,491,0.65000000000000013,False,25,89
7428,20,0.70000000000000018,True,30,10
7429,179,0.75000000000000022,False,40,11
7430,243,0.80000000000000016,True,65,64
7431,475,0.8500000000000002,True,75,48
7432,198,0.90000000000000024,True,65,18
7433,406,0.95000000000000029,True,55,39
7434,225,0.10000000000000001,False,20,41
7435,264,0.15000000000000002,False,15,28
7436,191,0.20000000000000004,False,25,24
7437,126,0.25000000000000006,False,25,81
7438,204,0.30000000000000004,False,45,74
7439,298,0.35000000000000009,False,35,71
7440,299,0.40000000000000013,False,75,2
7441,122,0.45000000000000007,False,5,52
7442,185,0.50000000000000011,False,40,45
7443,95,0.55000000000000016,True,75,75
7444,194,0.6000000000000002,False,75,42
7445,327,0.65000000000000013,False,65,37
7446,332,0.70000000000000018,True,70,73
7447,439,0.75000000000000022,True,65,55
7448,359,0.80000000000000016,True,35,24
7449,314,0.8500000000000002,True,75,84
7450,284,0.90000000000000024,False,60,13
7451,112,0.95000000000000029,True,45,54
7452,426,0.10000000000000001,False,10,47
7453,39,0.15000000000000002,False,55,32
7454,165,0.20000000000000004,False,60,10
7455,446,0.25000000000000006,False,65,37
7456,405,0.30000000000000004,False,5,74
7457,409,0.35000000000000009,False,20,32
7458,465,0.40000000000000013,True,75,78
7459,178,0.45000000000000007,False,5,71
7460,467,0.50000000000000011,False,25,3
7461,139,0.55000000000000016,False,20,34
7462,245,0.6000000000000002,True,45,89
7463,322,0.65000000000000013,True,30,61
7464,389,0.70000000000000018,False,45,18
7465,369,0.75000000000000022,True,65,69
7466,353,0.80000000000000016,True,60,22
7467,177,0.8500000000000002,True,65,63
7468,485,0.90000000000000024,True,25,37
7469,336,0.95000000000000029,False,25,60
7470,458,0.10000000000000001,False,10,82
7471,243,0.15000000000000002,False,15,48
7472,100,0.20000000000000004,False,65,29
7473,199,0.25000000000000006,False,50,60
7474,440,0.30000000000000004,False,45,20
7475,150,0.35000000000000009,False,10,84
7476,451,0.40000000000000013,True,65,84
7477,108,0.45000000000000007,True,70,76
7478,239,0.50000000000000011,False,5,30
7479,391,0.55000000000000016,False,25,46
7480,199,0.6000000000000002,True,10,76
7481,247,0.65000000000000013,False,60,6
7482,248,0.70000000000000018,True,30,59
7483,364,0.75000000000000022,False,15,89
7484,72,0.80000000000000016,True,20,36
7485,417,0.8500000000000002,True,20,55
7486,257,0.90000000000000024,True,65,33
7487,160,0.95000000000000029,True,75,71
7488,374,0.10000000000000001,False,55,36
7489,359,0.15000000000000002,False,65,63
7490,399,0.20000000000000004,False,50,24
7491,386,0.25000000000000006,False,70,69
7492,253,0.30000000000000004,False,65,5
7493,289,0.35000000000000009,False,15,46
7494,270,0.40000000000000013,False,45,35
7495,209,0.45000000000000007,True,70,85
7496,60,0.50000000000000011,False,10,71
7497,461,0.55000000000000016,False,45,6
7498,376,0.6000000000000002,False,25,31
7499,99,0.65000000000000013,True,30,76
7500,425,0.70000000000000018,True,70,61
7501,411,0.75000000000000022,False,15,29
7502,98,0.80000000000000016,True,70,79
7503,157,0.8500000000000002,True,25,76
7504,280,0.90000000000000024,True,30,67
7505,180,0.95000000000000029,False,65,40
7506,495,0.10000000000000001,False,30,28
7507,382,0.15000000000000002,False,65,6
7508,378,0.20000000000000004,False,50,54
7509,283,0.25000000000000006,False,30,71
7510,278,0.30000000000000004,False,35,1
7511,251,0.35000000000000009,False,20,74
7512,33,0.40000000000000013,False,45,44
7513,384,0.45000000000000007,False,35,13
7514,29,0.50000000000000011,False,60,24
7515,230,0.55000000000000016,False,20,42
7516,97,0.6000000000000002,True,75,38
7517,69,0.65000000000000013,True,65,35
7518,398,0.70000000000000018,True,55,62
7519,388,0.75000000000000022,True,15,60
7520,55,0.80000000000000016,True,20,45
7521,474,0.8500000000000002,True,15,28
7522,400,0.90000000000000024,True,60,70
7523,491,0.95000000000000029,True,15,26
7524,277,0.10000000000000001,False,75,52
7525,36,0.15000000000000002,False,50,84
7526,125,0.20000000000000004,False,45,69
7527,413,0.25000000000000006,False,40,74
7528,321,0.30000000000000004,False,50,43
7529,144,0.35000000000000009,False,75,37
7530,416,0.40000000000000013,False,5,58
7531,227,0.45000000000000007,True,60,79
7532,457,0.50000000000000011,False,15,51
7533,221,0.55000000000000016,False,50,55
7534,489,0.6000000000000002,False,30,8
7535,358,0.65000000000000013,False,70,3
7536,22,0.70000000000000018,True,15,1
7537,340,0.75000000000000022,False,55,56
7538,370,0.80000000000000016,True,20,84
7539,61,0.8500000000000002,False,70,23
7540,232,0.90000000000000024,True,25,36
7541,181,0.95000000000000029,True,75,9
7542,260,0.10000000000000001,False,40,88
7543,77,0.15000000000000002,False,40,7
7544,280,0.20000000000000004,False,40,71
7545,288,0.25000000000000006,False,20,66
7546,95,0.30000000000000004,False,65,63
7547,438,0.35000000000000009,False,60,89
7548,271,0.40000000000000013,False,10,38
7549,279,0.45000000000000007,True,65,80
7550,163,0.50000000000000011,False,35,30
7551,226,0.55000000000000016,True,20,70
7552,183,0.6000000000000002,True,40,68
7553,436,0.65000000000000013,False,45,34
7554,365,0.70000000000000018,True,5,37
7555,472,0.75000000000000022,False,45,58
7556,185,0.80000000000000016,False,30,69
7557,480,0.8500000000000002,False,45,18
7558,371,0.90000000000000024,True,65,88
7559,439,0.95000000000000029,True,20,71
7560,283,0.10000000000000001,False,75,0
7561,303,0.15000000000000002,False,40,28
7562,249,0.20000000000000004,False,40,53
7563,426,0.25000000000000006,False,75,27
7564,342,0.30000000000000004,False,20,22
7565,485,0.35000000000000009,False,30,37
7566,217,0.40000000000000013,False,55,65
7567,18,0.45000000000000007,True,70,9
7568,178,0.50000000000000011,False,40,45
7569,268,0.55000000000000016,False,60,32
7570,478,0.6000000000000002,False,65,15
7571,147,0.65000000000000013,True,10,58
7572,68,0.70000000000000018,True,45,55
7573,80,0.75000000000000022,False,45,54
7574,204,0.80000000000000016,True,75,69
7575,144,0.8500000000000002,True,60,6
7576,251,0.90000000000000024,True,30,7
7577,102,0.95000000000000029,True,15,46
7578,133,0.10000000000000001,False,50,68
7579,19,0.15000000000000002,False,75,30
7580,35,0.20000000000000004,False,75,29
7581,130,0.25000000000000006,False,20,66
7582,379,0.30000000000000004,False,65,8
7583,35,0.35000000000000009,False,70,39
7584,406,0.40000000000000013,False,65,9
7585,475,0.45000000000000007,False,70,28
7586,52,0.50000000000000011,False,25,27
7587,467,0.55000000000000016,False,40,77
7588,382,0.6000000000000002,True,25,55
7589,374,0.65000000000000013,False,30,66
7590,362,0.70000000000000018,False,10,76
7591,318,0.75000000000000022,False,55,71
7592,97,0.80000000000000016,True,10,77
7593,375,0.8500000000000002,False,10,81
7594,177,0.90000000000000024,False,50,21
7595,30,0.95000000000000029,True,70,58
7596,198,0.10000000000000001,False,45,39
7597,288,0.15000000000000002,False,60,72
7598,236,0.20000000000000004,False,30,28
7599,81,0.25000000000000006,False,20,16
7600,307,0.30000000000000004,False,65,35
7601,71,0.35000000000000009,True,55,78
7602,329,0.40000000000000013,True,55,85
7603,360,0.45000000000000007,False,30,40
7604,343,0.50000000000000011,False,25,13
7605,399,0.55000000000000016,False,55,67
7606,149,0.6000000000000002,True,60,63
7607,352,0.65000000000000013,False,75,46
7608,118,0.70000000000000018,False,35,47
7609,47,0.75000000000000022,True,35,38
7610,188,0.80000000000000016,False,65,17
7611,478,0.8500000000000002,True,60,84
7612,223,0.90000000000000024,True,35,88
7613,371,0.95000000000000029,True,75,84
7614,375,0.10000000000000001,False,10,41
7615,411,0.15000000000000002,False,50,35
7616,87,0.20000000000000004,False,55,59
7617,149,0.25000000000000006,False,10,53
7618,356,0.30000000000000004,False,30,64
7619,192,0.35000000000000009,False,15,29
7620,135,0.40000000000000013,False,50,23
7621,469,0.45000000000000007,False,40,28
7622,12,0.50000000000000011,True,50,49
7623,225,0.55000000000000016,False,65,2
7624,62,0.6000000000000002,False,35,13
7625,388,0.65000000000000013,False,15,55
7626,32,0.70000000000000018,True,15,13
7627,297,0.75000000000000022,False,45,48
7628,459,0.80000000000000016,True,60,77
7629,211,0.8500000000000002,True,35,60
7630,164,0.90000000000000024,True,65,17
7631,91,0.95000000000000029,True,45,88
7632,271,0.10000000000000001,False,40,2
7633,359,0.15000000000000002,False,5,33
7634,393,0.20000000000000004,False,5,14
7635,257,0.25000000000000006,False,30,5
7636,294,0.30000000000000004,False,50,71
7637,222,0.35000000000000009,False,5,71
7638,456,0.40000000000000013,False,45,13
7639,344,0.45000000000000007,False,25,80
7640,262,0.50000000000000011,False,40,19
7641,55,0.55000000000000016,False,5,33
7642,476,0.6000000000000002,True,30,89
7643,332,0.65000000000000013,False,45,2
7644,409,0.70000000000000018,False,50,14
7645,114,0.75000000000000022,True,70,89
7646,427,0.80000000000000016,True,55,67
7647,130,0.8500000000000002,True,75,19
7648,427,0.90000000000000024,True,70,13
7649,204,0.95000000000000029,True,40,75
7650,383,0.10000000000000001,False,70,57
7651,382,0.15000000000000002,False,30,50
7652,374,0.20000000000000004,False,20,37
7653,198,0.25000000000000006,False,10,66
7654,463,0.30000000000000004,False,75,43
7655,32,0.35000000000000009,False,5,37
7656,69,0.40000000000000013,False,75,19
7657,455,0.45000000000000007,False,15,18
7658,110,0.50000000000000011,False,20,15
7659,319,0.55000000000000016,False,5,15
7660,28,0.6000000000000002,False,65,38
7661,285,0.65000000000000013,False,70,44
7662,357,0.70000000000000018,True,15,58
7663,305,0.75000000000000022,False,45,30
7664,254,0.80000000000000016,True,15,4
7665,226,0.8500000000000002,False,20,54
7666,101,0.90000000000000024,True,20,85
7667,465,0.95000000000000029,True,50,39
7668,32,0.10000000000000001,False,5,76
7669,15,0.15000000000000002,True,30,74
7670,70,0.20000000000000004,False,40,83
7671,385,0.25000000000000006,False,25,5
7672,26,0.30000000000000004,True,5,28
7673,131,0.35000000000000009,False,20,57
7674,374,0.40000000000000013,False,25,28
7675,486,0.45000000000000007,False,70,66
7676,157,0.50000000000000011,False,30,62
7677,192,0.55000000000000016,False,35,44
7678,310,0.6000000000000002,False,30,88
7679,162,0.65000000000000013,False,25,26
7680,241,0.70000000000000018,True,25,81
7681,383,0.75000000000000022,False,65,52
7682,300,0.80000000000000016,False,30,44
7683,228,0.8500000000000002,True,60,79
7684,330,0.90000000000000024,True,60,80
7685,59,0.95000000000000029,True,65,6
7686,42,0.10000000000000001,False,20,70
7687,427,0.15000000000000002,False,75,76
7688,276,0.20000000000000004,False,55,8
7689,188,0.25000000000000006,False,15,54
7690,248,0.30000000000000004,False,30,51
7691,241,0.35000000000000009,False,70,62
7692,55,0.40000000000000013,True,45,62
7693,233,0.45000000000000007,False,30,86
7694,467,0.50000000000000011,False,15,38
7695,68,0.55000000000000016,False,20,24
7696,311,0.6000000000000002,True,55,66
7697,266,0.65000000000000013,True,30,10
7698,313,0.70000000000000018,True,75,63
7699,415,0.75000000000000022,False,30,14
7700,317,0.80000000000000016,True,65,62
7701,324,0.8500000000000002,True,40,44
7702,380,0.90000000000000024,True,5,27
7703,85,0.95000000000000029,True,10,36
7704,482,0.10000000000000001,False,15,2
7705,185,0.15000000000000002,False,5,78
7706,30,0.20000000000000004,False,70,1
7707,90,0.25000000000000006,False,35,50
7708,11,0.30000000000000004,True,15,81
7709,126,0.35000000000000009,False,15,45
7710,496,0.40000000000000013,False,25,11
7711,158,0.45000000000000007,False,45,45
7712,400,0.50000000000000011,False,10,45
7713,177,0.55000000000000016,False,50,77
7714,336,0.6000000000000002,False,40,23
7715,481,0.65000000000000013,True,25,76
7716,459,0.70000000000000018,True,25,82
7717,324,0.75000000000000022,True,45,21
7718,473,0.80000000000000016,False,10,82
7719,187,0.8500000000000002,True,30,5
7720,119,0.90000000000000024,True,65,44
7721,112,0.95000000000000029,True,60,52
7722,147,0.10000000000000001,False,40,8
7723,358,0.15000000000000002,False,15,64
7724,219,0.20000000000000004,False,45,77
7725,11,0.25000000000000006,True,40,77
7726,39,0.30000000000000004,True,65,67
7727,343,0.35000000000000009,False,55,30
7728,460,0.40000000000000013,False,45,62
7729,313,0.45000000000000007,False,35,2
7730,217,0.50000000000000011,False,70,37
7731,406,0.55000000000000016,False,45,19
7732,453,0.6000000000000002,False,30,61
7733,253,0.65000000000000013,False,65,4
7734,273,0.70000000000000018,False,45,16
7735,376,0.75000000000000022,True,45,56
7736,283,0.80000000000000016,True,65,83
7737,291,0.8500000000000002,True,25,60
7738,110,0.90000000000000024,True,15,26
7739,373,0.95000000000000029,False,15,0
7740,273,0.10000000000000001,False,25,64
7741,454,0.15000000000000002,False,60,86
7742,480,0.20000000000000004,False,75,35
7743,137,0.25000000000000006,False,30,9
7744,495,0.30000000000000004,False,45,77
7745,76,0.35000000000000009,False,25,66
7746,321,0.40000000000000013,False,65,55
7747,80,0.45000000000000007,False,75,23
7748,141,0.50000000000000011,True,70,89
7749,85,0.55000000000000016,True,55,80
7750,490,0.6000000000000002,False,20,15
7751,139,0.65000000000000013,False,30,42
7752,30,0.70000000000000018,True,5,48
7753,129,0.75000000000000022,True,60,51
7754,375,0.80000000000000016,True,10,83
7755,362,0.8500000000000002,True,5,29
7756,331,0.90000000000000024,True,50,37
7757,117,0.95000000000000029,True,75,76
7758,281,0.10000000000000001,False,15,68
7759,124,0.15000000000000002,False,20,10
7760,95,0.20000000000000004,False,25,66
7761,291,0.25000000000000006,False,50,56
7762,233,0.30000000000000004,False,25,74
7763,357,0.35000000000000009,False,70,43
7764,383,0.40000000000000013,False,55,33
7765,269,0.45000000000000007,False,35,63
7766,114,0.50000000000000011,False,30,49
7767,141,0.55000000000000016,True,10,21
7768,179,0.6000000000000002,False,65,4
7769,435,0.65000000000000013,True,25,67
7770,411,0.70000000000000018,False,35,45
7771,456,0.75000000000000022,False,50,18
7772,234,0.80000000000000016,True,60,61
7773,217,0.8500000000000002,False,10,6
7774,19,0.90000000000000024,True,35,26
7775,251,0.95000000000000029,True,50,88
7776,428,0.10000000000000001,False,5,50
7777,261,0.15000000000000002,False,30,50
7778,176,0.20000000000000004,False,5,39
7779,141,0.25000000000000006,False,30,70
7780,461,0.30000000000000004,False,75,22
7781,136,0.35000000000000009,False,50,43
7782,389,0.40000000000000013,False,5,42
7783,41,0.45000000000000007,True,45,64
7784,40,0.50000000000000011,True,55,3
7785,167,0.55000000000000016,False,25,11
7786,255,0.6000000000000002,False,65,41
7787,407,0.65000000000000013,False,5,75
7788,109,0.70000000000000018,True,25,77
7789,370,0.75000000000000022,True,35,84
7790,207,0.80000000000000016,False,75,11
7791,334,0.8500000000000002,True,50,58
7792,164,0.90000000000000024,True,30,7
